Date,Open,High,Low,Close,Adj Close,Volume
2021-01-08,10.484610,12.237993,10.449553,11.576842,11.576842,82040553
2021-01-09,11.560326,13.690068,10.684284,13.316319,13.316319,100832079
2021-01-10,13.336566,17.793013,13.007705,14.301205,14.301205,252497467
2021-01-11,14.296285,14.342838,10.499891,12.464390,12.464390,168858377
2021-01-12,12.470813,13.933016,11.840276,12.915433,12.915433,102039473
2021-01-13,12.928155,13.738627,12.625619,13.625314,13.625314,50124373
2021-01-14,13.638298,13.982011,13.097294,13.680440,13.680440,44396985
2021-01-15,13.679020,13.805082,12.297506,12.846160,12.846160,32210698
2021-01-16,12.852783,13.148524,12.705430,12.863116,12.863116,33097512
2021-01-17,12.854579,12.854579,11.931535,12.405423,12.405423,28927301
2021-01-18,12.405643,12.803894,12.168235,12.610314,12.610314,23787744
2021-01-19,12.611394,13.174017,12.521367,12.596146,12.596146,26939980
2021-01-20,null,null,null,null,null,null
2021-01-21,null,null,null,null,null,null
2021-01-22,null,null,null,null,null,null
2021-01-23,null,null,null,null,null,null
2021-01-24,11.040638,11.155640,10.697021,11.024849,11.024849,29468442
